"name","NumRecords","NumOuro","NumPrata","NumBronze"
"REFÚGIO DE VIDA SILVESTRE SERRA DA CACUNDA",35,0,35,0
"REFÚGIO DE VIDA SILVESTRE SERRA DA PRATA",38,38,0,0
"REFÚGIO DE VIDA SILVESTRE SERRA DE SAUDOSO - SÃO JOSÉ",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE SERRA DO IMBURI",5,0,5,0
"REFÚGIO DE VIDA SILVESTRE VALE DOS PURIS",0,0,0,0
"REFÚGIO DE VIDA SILVESTRE VENTANIA",4,4,0,0
"RESERVA BIOLÓGICA ARARAS",773,770,3,0
"RESERVA BIOLÓGICA BREJO JARDIM E ORQUÍDEAS",0,0,0,0
"RESERVA BIOLOGICA DO DINDI",0,0,0,0
"RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL",4968,1282,3686,0
"RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA",22,20,2,0
"RESERVA BIOLÓGICA PARQUE EQUITATIVA",0,0,0,0
"RESERVA BIOLÓGICA POÇO DAS ANTAS",8210,8197,13,0
"RESERVA BIOLÓGICA TINGUÁ",7262,6985,277,0
"RESERVA BIOLÓGICA UNIÃO",3572,3572,0,0
"RESERVA BIOLÓGICA VALE DAS PRINCESAS",0,0,0,0
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AVENTUREIRO",0,0,0,0
"RESERVA EXTRATIVISTA MARINHA DE ITAIPU",15,15,0,0
"RESERVA EXTRATIVISTA MARINHA DO ARRAIAL DO CABO",1278,37,1241,0
"RESERVA PARTICULAR DE PATRIMÔNIO NATURAL MUNICIPAL MAURO ROMANO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL – RPPN CANTAGALO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUA BOA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS I",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS VERTENTES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGULHAS NEGRAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA BOA VISTA - RESGATE VIII",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALVORADA DO ITAVERÁ",27,27,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BACCHUS",198,198,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRA DE SANTANA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRO VERMELHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELLO E KERIDA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BICHO PREGUIÇA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA ESPERANÇA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA VISTA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA VISTA E PHAROL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIOS DA BOA ESPERANÇA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIOS DA BOA ESPERANÇA II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DO CAFÔFO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRINHA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAIUÁ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CALDEIRÃO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPO ESCOTEIRO GERALDO HUGO NUNES",149,149,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DA CORUJA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PÁSSAROS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PÁSSAROS II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARPI",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CEC/TINGUÁ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÉU DO MAR",34,34,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHALÉ CLUB DO ALAMBARY",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CISNE BRANCO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CLÁUDIA ALMEIDA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CONDE RECREIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO FRIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOIS PEÕES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOUGLAS VIEIRA SOARES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DR CARLOS DE OLIVEIRA RAMOS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS PEDRAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EL NAGUAL",813,813,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EL SHAMMAH",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELDORADO",34,34,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA RIO DO OURO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTELA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FARGO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FATTORIA GRIGIA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARCO-ÍRIS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BARRA DO SANA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA FÉ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOM RETIRO",8,8,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BONSUCESSO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CARUARA",1038,1038,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CÓRREGO DA LUZ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO TANGUÁ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LIMEIRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MINAS GERAIS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MIOSÓTIS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA RIBEIRÃO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ROÇA GRANDE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAMBAIBA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA IZABEL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO BENEDITO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO GERALDO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SUSPIRO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FIZINHO DUTRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESTA ALTA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FRILSON MATHEUS VIEIRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAIA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAVIÕES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GLEBA O SAQUINHO DE ITAPIRAPUÁ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GOTAS AZUIS",8,8,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRAZIELA MACIEL BARROSO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GROTA DO SOSSEGO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILAN",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ITACOLOMY",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACUTINGA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JARDIM DAS DELÍCIAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JARDIM DE MUKUNDA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JORNALISTA ANTENOR NOVAES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LENÇÓIS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA FRANCISCA GUIMARÃES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIE CAMILLE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIO E ALBA CORRAL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GAITÓ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATUMBO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MICO LEÃO DOURADO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONTE ALEGRE 1A",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO GRANDE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NÃO PENSEI",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NÊGA FULÔ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NEIVA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO DÁGUA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLIVEIRA AMANTE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ORQUÍDEAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PANAPANÁ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASTOS DOS BOIS E PEDREGULHOS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA AMARILIS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA BRANCA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEITO DE POMBA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PELEGRINI",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PERTINHO DO CÉU",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILAR",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILÕES",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DO BAIÃO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSO ALTO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERÊNCIA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERO-QUERO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RABICHO DA SERRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RAIBERT",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO BUGIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO ECOLÓGICO FAZENDA GATO DO MATO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGINA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGINA CLARA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGUA IV",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REGUA V",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REMANSO DO ROCIO",4,4,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CÓRREGO VERMELHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO SOSSEGO I",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO SOSSEGO II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DE GUAPIAÇU",5,5,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DE GUAPIAÇU 2",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DE GUAPIAÇU 3",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA METODISTA ANA GONZAGA - CEMAG",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO BONITO DE LUMIAR",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FLORESTAL ENGENHEIRO JOÃO FURTADO DE MENDONÇA",18,0,18,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA GARGARULLO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MATO GROSSO II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NOSSA SENHORA DAS GRAÇAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PORANGABA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SERRA DO CARAMANDU",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIBEIRA E SOLEDADE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RICA PAULO DE FRONTIN",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RILDO DE OLIVEIRA GOMES I",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RILDO DE OLIVEIRA GOMES II",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO ESTRELA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ROGÉRIO MARINHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA CLARA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA DULCE DE CIMA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTO ANTONIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTO ANTÔNIO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO CARLOS DO MATO DENTRO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO GERÔNIMO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOSÉ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DE MIGUEL PEREIRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA GRANDE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SETE FLECHAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SIMAR",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ANGABA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AZUL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO CACHOEIRA GRANDE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DA LUZ",1,1,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO FIM DA PICADA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO GRANJA SÃO JORGE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MONTE ALEGRE 1B",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PAIQUERÊ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PALMEIRAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PICADA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PORANGA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SANTA FÉ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO PEDRO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SERRA NEGRA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SUMIDOURO E SÍTIO PEITO DE POMBA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO TALISMÃ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOLEDADE",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAQUARAL",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TERRA DO SOL E DA LUA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TERRAS FRIAS",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOCA DA ONÇA",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÊS MORROS",5,5,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIÃO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO LUAR",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO PARAÍSO",277,277,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO SOSSEGO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALÉRIO CARDOSO FURTADO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VELHO MOINHO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VERBICARO",3,3,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILLA SÃO ROMÃO",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL WOODSTOCK",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL XODÓ",0,0,0,0
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL XODÓ II",0,0,0,0
